country,continent,year,gdp_pc,life_exp,pop,lgdp_pc
Denmark ,Europe ,1982,21688.04,74.63,5117810,9.9845161
Denmark ,Europe ,1987,25116.18,74.8,5127024,10.131268
Denmark ,Europe ,1992,26406.74,75.33,5171393,10.181375
Denmark ,Europe ,1997,29804.35,76.11,5283663,10.302409
Denmark ,Europe ,2002,32166.5,77.18,5374693,10.378681
Denmark ,Europe ,2007,35278.42,78.33,5468120,10.471026
Djibouti ,Africa ,1952,2669.53,34.81,63149,7.8896575
Djibouti ,Africa ,1957,2864.97,37.33,71851,7.9603133
Djibouti ,Africa ,1962,3020.99,39.69,89898,8.01334
Djibouti ,Africa ,1967,3020.05,42.07,127617,8.0130291
Djibouti ,Africa ,1972,3694.21,44.37,178848,8.2145224
Djibouti ,Africa ,1977,3081.76,46.52,228694,8.0332565
Djibouti ,Africa ,1982,2879.47,48.81,305991,7.9653616
Djibouti ,Africa ,1987,2880.1,50.04,311025,7.9655805
Djibouti ,Africa ,1992,2377.16,51.6,384156,7.7736616
Djibouti ,Africa ,1997,1895.02,53.16,417908,7.5469847
Djibouti ,Africa ,2002,1908.26,53.37,447416,7.553947
Djibouti ,Africa ,2007,2082.48,54.79,496374,7.641315
Dominican Republic ,Americas ,1952,1397.72,45.93,2491346,7.2425976
Dominican Republic ,Americas ,1957,1544.4,49.83,2923186,7.3423905
Dominican Republic ,Americas ,1962,1662.14,53.46,3453434,7.4158611
Dominican Republic ,Americas ,1967,1653.72,56.75,4049146,7.4107823
Dominican Republic ,Americas ,1972,2189.87,59.63,4671329,7.6915975
Dominican Republic ,Americas ,1977,2681.99,61.79,5302800,7.8943143
Dominican Republic ,Americas ,1982,2861.09,63.73,5968349,7.9589581
Dominican Republic ,Americas ,1987,2899.84,66.05,6655297,7.9724107
Dominican Republic ,Americas ,1992,3044.21,68.46,7351181,8.020997
Dominican Republic ,Americas ,1997,3614.1,69.96,7992357,8.1925983
Dominican Republic ,Americas ,2002,4563.81,70.85,8650322,8.4259129
Dominican Republic ,Americas ,2007,6025.37,72.24,9319622,8.7037344
Ecuador ,Americas ,1952,3522.11,48.36,3548753,8.1668158
Ecuador ,Americas ,1957,3780.55,51.36,4058385,8.2376251
Ecuador ,Americas ,1962,4086.11,54.64,4681707,8.3153486
Ecuador ,Americas ,1967,4579.07,56.68,5432424,8.4292517
Ecuador ,Americas ,1972,5280.99,58.8,6298651,8.5718689
Ecuador ,Americas ,1977,6679.62,61.31,7278866,8.8068161
Ecuador ,Americas ,1982,7213.79,64.34,8365850,8.88375
Ecuador ,Americas ,1987,6481.78,67.23,9545158,8.7767506
Ecuador ,Americas ,1992,7103.7,69.61,10748394,8.868371
Ecuador ,Americas ,1997,7429.46,72.31,11911819,8.913208
Ecuador ,Americas ,2002,5773.04,74.17,12921234,8.6609545
Ecuador ,Americas ,2007,6873.26,74.99,13755680,8.8353939
Egypt ,Africa ,1952,1418.82,41.89,22223309,7.2575808
Egypt ,Africa ,1957,1458.92,44.44,25009741,7.2854519
Egypt ,Africa ,1962,1693.34,46.99,28173309,7.4344583
Egypt ,Africa ,1967,1814.88,49.29,31681188,7.5037746
Egypt ,Africa ,1972,2024.01,51.14,34807417,7.6128359
Egypt ,Africa ,1977,2785.49,53.32,38783863,7.932179
Egypt ,Africa ,1982,3503.73,56.01,45681811,8.1615829
Egypt ,Africa ,1987,3885.46,59.8,52799062,8.2649965
Egypt ,Africa ,1992,3794.76,63.67,59402198,8.2413769
Egypt ,Africa ,1997,4173.18,67.22,66134291,8.3364334
Egypt ,Africa ,2002,4754.6,69.81,73312559,8.4668674
Egypt ,Africa ,2007,5581.18,71.34,80264543,8.6271553
El Salvador ,Americas ,1952,3048.3,45.26,2042865,8.0223389
El Salvador ,Americas ,1957,3421.52,48.57,2355805,8.1378403
El Salvador ,Americas ,1962,3776.8,52.31,2747687,8.2366323
El Salvador ,Americas ,1967,4358.6,55.86,3232927,8.3799067
El Salvador ,Americas ,1972,4520.25,58.21,3790903,8.4163227
El Salvador ,Americas ,1977,5138.92,56.7,4282586,8.5445986
El Salvador ,Americas ,1982,4098.34,56.6,4474873,8.3183374
El Salvador ,Americas ,1987,4140.44,63.15,4842194,8.328557
El Salvador ,Americas ,1992,4444.23,66.8,5274649,8.3993616
El Salvador ,Americas ,1997,5154.83,69.54,5783439,8.5476894
El Salvador ,Americas ,2002,5351.57,70.73,6353681,8.585145
El Salvador ,Americas ,2007,5728.35,71.88,6939688,8.653183
Equatorial Guinea ,Africa ,1952,375.64,34.48,216964,5.9286313
Equatorial Guinea ,Africa ,1957,426.1,35.98,232922,6.0546741
Equatorial Guinea ,Africa ,1962,582.84,37.49,249220,6.3679128
Equatorial Guinea ,Africa ,1967,915.6,38.99,259864,6.8195796
Equatorial Guinea ,Africa ,1972,672.41,40.52,277603,6.5108681
Equatorial Guinea ,Africa ,1977,958.57,42.02,192675,6.8654428
Equatorial Guinea ,Africa ,1982,927.83,43.66,285483,6.8328485
Equatorial Guinea ,Africa ,1987,966.9,45.66,341244,6.874095
Equatorial Guinea ,Africa ,1992,1132.06,47.55,387838,7.0317941
Equatorial Guinea ,Africa ,1997,2814.48,48.25,439971,7.942533
Equatorial Guinea ,Africa ,2002,7703.5,49.35,495627,8.9494305
Equatorial Guinea ,Africa ,2007,12154.09,51.58,551201,9.4054213
Eritrea ,Africa ,1952,328.94,35.93,1438760,5.7958755
Eritrea ,Africa ,1957,344.16,38.05,1542611,5.8411069
Eritrea ,Africa ,1962,381,40.16,1666618,5.9427996
Eritrea ,Africa ,1967,468.79,42.19,1820319,6.1501551
Eritrea ,Africa ,1972,514.32,44.14,2260187,6.2428455
Eritrea ,Africa ,1977,505.75,44.54,2512642,6.2260423
Eritrea ,Africa ,1982,524.88,43.89,2637297,6.2631698
Eritrea ,Africa ,1987,521.13,46.45,2915959,6.2559996
Eritrea ,Africa ,1992,582.86,49.99,3668440,6.3679471
Eritrea ,Africa ,1997,913.47,53.38,4058319,6.8172507
Eritrea ,Africa ,2002,765.35,55.24,4414865,6.6403332
Eritrea ,Africa ,2007,641.37,58.04,4906585,6.4636064
Ethiopia ,Africa ,1952,362.15,34.08,20860941,5.8920584
Ethiopia ,Africa ,1957,378.9,36.67,22815614,5.9372725
Ethiopia ,Africa ,1962,419.46,40.06,25145372,6.0389681
Ethiopia ,Africa ,1967,516.12,42.12,27860297,6.2463393
Ethiopia ,Africa ,1972,566.24,43.52,30770372,6.3390179
Ethiopia ,Africa ,1977,556.81,44.51,34617799,6.3222241
Ethiopia ,Africa ,1982,577.86,44.92,38111756,6.3593316
Ethiopia ,Africa ,1987,573.74,46.68,42999530,6.3521762
Ethiopia ,Africa ,1992,421.35,48.09,52088559,6.0434637
Ethiopia ,Africa ,1997,515.89,49.4,59861301,6.2458935
Ethiopia ,Africa ,2002,530.05,50.73,67946797,6.2729712
Ethiopia ,Africa ,2007,690.81,52.95,76511887,6.5378647
Finland ,Europe ,1952,6424.52,66.55,4090500,8.7678776
Finland ,Europe ,1957,7545.42,67.49,4324000,8.9286957
Finland ,Europe ,1962,9371.84,68.75,4491443,9.1454649
Finland ,Europe ,1967,10921.64,69.83,4605744,9.298501
Finland ,Europe ,1972,14358.88,70.87,4639657,9.5721235
Finland ,Europe ,1977,15605.42,72.52,4738902,9.6553736
Finland ,Europe ,1982,18533.16,74.55,4826933,9.8273172
Finland ,Europe ,1987,21141.01,74.83,4931729,9.9589701
Finland ,Europe ,1992,20647.16,75.7,5041039,9.9353333
Finland ,Europe ,1997,23723.95,77.13,5134406,10.074241
Finland ,Europe ,2002,28204.59,78.37,5193039,10.24724
Finland ,Europe ,2007,33207.08,79.31,5238460,10.410519
France ,Europe ,1952,7029.81,67.41,42459667,8.8579149
France ,Europe ,1957,8662.83,68.93,44310863,9.0667963
France ,Europe ,1962,10560.49,70.51,47124000,9.2648754
France ,Europe ,1967,12999.92,71.55,49569000,9.4726982
France ,Europe ,1972,16107.19,72.38,51732000,9.6870213
France ,Europe ,1977,18292.64,73.83,53165019,9.8142538
France ,Europe ,1982,20293.9,74.89,54433565,9.9180756
France ,Europe ,1987,22066.44,76.34,55630100,10.001813
France ,Europe ,1992,24703.8,77.46,57374179,10.114713
France ,Europe ,1997,25889.78,78.64,58623428,10.161604
France ,Europe ,2002,28926.03,79.59,59925035,10.272497
France ,Europe ,2007,30470.02,80.66,61083916,10.324498
Gabon ,Africa ,1952,4293.48,37,420702,8.3648529
Gabon ,Africa ,1957,4976.2,39,434904,8.5124216
Gabon ,Africa ,1962,6631.46,40.49,455661,8.7995806
Gabon ,Africa ,1967,8358.76,44.6,489004,9.031065
Gabon ,Africa ,1972,11401.95,48.69,537977,9.3415394
Gabon ,Africa ,1977,21745.57,52.79,706367,9.9871655
Gabon ,Africa ,1982,15113.36,56.56,753874,9.6233339
Gabon ,Africa ,1987,11864.41,60.19,880397,9.3812981
Gabon ,Africa ,1992,13522.16,61.37,985739,9.512085
Gabon ,Africa ,1997,14722.84,60.46,1126189,9.5971556
Gabon ,Africa ,2002,12521.71,56.76,1299304,9.4352188
Gabon ,Africa ,2007,13206.48,56.74,1454867,9.4884624
Gambia ,Africa ,1952,485.23,30,284320,6.1846232
Gambia ,Africa ,1957,520.93,32.07,323150,6.2556157
Gambia ,Africa ,1962,599.65,33.9,374020,6.3963461
Gambia ,Africa ,1967,734.78,35.86,439593,6.5995712
Gambia ,Africa ,1972,756.09,38.31,517101,6.6281605
Gambia ,Africa ,1977,884.76,41.84,608274,6.7853165
Gambia ,Africa ,1982,835.81,45.58,715523,6.7284012
Gambia ,Africa ,1987,611.66,49.27,848406,6.4161768
Gambia ,Africa ,1992,665.62,52.64,1025384,6.5007191
Gambia ,Africa ,1997,653.73,55.86,1235767,6.4826946
Gambia ,Africa ,2002,660.59,58.04,1457766,6.4931335
Gambia ,Africa ,2007,752.75,59.45,1688359,6.623733
Germany ,Europe ,1952,7144.11,67.5,69145952,8.8740435
Germany ,Europe ,1957,10187.83,69.1,71019069,9.2289495
Germany ,Europe ,1962,12902.46,70.3,73739117,9.4651737
Germany ,Europe ,1967,14745.63,70.8,76368453,9.5987024
Germany ,Europe ,1972,18016.18,71,78717088,9.7990255
Germany ,Europe ,1977,20512.92,72.5,78160773,9.9288101
Germany ,Europe ,1982,22031.53,73.8,78335266,10.00023
Germany ,Europe ,1987,24639.19,74.85,77718298,10.112094
Germany ,Europe ,1992,26505.3,76.07,80597764,10.1851
Germany ,Europe ,1997,27788.88,77.34,82011073,10.232391
Germany ,Europe ,2002,30035.8,78.67,82350671,10.310145
Germany ,Europe ,2007,32170.37,79.41,82400996,10.378801
Ghana ,Africa ,1952,911.3,43.15,5581001,6.8148723
Ghana ,Africa ,1957,1043.56,44.78,6391288,6.9503932
Ghana ,Africa ,1962,1190.04,46.45,7355248,7.0817423
Ghana ,Africa ,1967,1125.7,48.07,8490213,7.0261602
Ghana ,Africa ,1972,1178.22,49.88,9354120,7.0717602
Ghana ,Africa ,1977,993.22,51.76,10538093,6.9009523
Ghana ,Africa ,1982,876.03,53.74,11400338,6.7754002
Ghana ,Africa ,1987,847.01,55.73,14168101,6.7417126
Ghana ,Africa ,1992,925.06,57.5,16278738,6.8298588
Ghana ,Africa ,1997,1005.25,58.56,18418288,6.9129915
Ghana ,Africa ,2002,1111.98,58.45,20550751,7.0138974
Ghana ,Africa ,2007,1327.61,60.02,22873338,7.1911354
Greece ,Europe ,1952,3530.69,65.86,7733250,8.1692486
Greece ,Europe ,1957,4916.3,67.86,8096218,8.5003119
Greece ,Europe ,1962,6017.19,69.51,8448233,8.7023754
Greece ,Europe ,1967,8513.1,71,8716441,9.0493612
Greece ,Europe ,1972,12724.83,72.34,8888628,9.4513102
Greece ,Europe ,1977,14195.52,73.68,9308479,9.5606813
Greece ,Europe ,1982,15268.42,75.24,9786480,9.6335421
Greece ,Europe ,1987,16120.53,76.67,9974490,9.687849
Greece ,Europe ,1992,17541.5,77.03,10325429,9.7723246
Greece ,Europe ,1997,18747.7,77.87,10502372,9.8388262
Greece ,Europe ,2002,22514.25,78.26,10603863,10.021904
Greece ,Europe ,2007,27538.41,79.48,10706290,10.223337
Guatemala ,Americas ,1952,2428.24,42.02,3146381,7.7949219
Guatemala ,Americas ,1957,2617.16,44.14,3640876,7.8698449
Guatemala ,Americas ,1962,2750.36,46.95,4208858,7.919487
Guatemala ,Americas ,1967,3242.53,50.02,4690773,8.0841093
Guatemala ,Americas ,1972,4031.41,53.74,5149581,8.3018713
Guatemala ,Americas ,1977,4879.99,56.03,5703430,8.492898
Guatemala ,Americas ,1982,4820.49,58.14,6395630,8.4806309
Guatemala ,Americas ,1987,4246.49,60.78,7326406,8.3538485
Guatemala ,Americas ,1992,4439.45,63.37,8486949,8.3982859
Guatemala ,Americas ,1997,4684.31,66.32,9803875,8.4519739
Guatemala ,Americas ,2002,4858.35,68.98,11178650,8.4884539
Guatemala ,Americas ,2007,5186.05,70.26,12572928,8.5537271
Guinea ,Africa ,1952,510.2,33.61,2664249,6.2348027
Guinea ,Africa ,1957,576.27,34.56,2876726,6.3565764
Guinea ,Africa ,1962,686.37,35.75,3140003,6.5314169
Guinea ,Africa ,1967,708.76,37.2,3451418,6.5635171
Guinea ,Africa ,1972,741.67,38.84,3811387,6.6089044
Guinea ,Africa ,1977,874.69,40.76,4227026,6.7738695
Guinea ,Africa ,1982,857.25,42.89,4710497,6.7537298
Guinea ,Africa ,1987,805.57,45.55,5650262,6.6915503
Guinea ,Africa ,1992,794.35,48.58,6990574,6.6775241
Guinea ,Africa ,1997,869.45,51.46,8048834,6.7678609
Guinea ,Africa ,2002,945.58,53.68,8807818,6.8517985
Guinea ,Africa ,2007,942.65,56.01,9947814,6.8486953
Guinea-Bissau ,Africa ,1952,299.85,32.5,580653,5.7032824
Guinea-Bissau ,Africa ,1957,431.79,33.49,601095,6.0679393
Guinea-Bissau ,Africa ,1962,522.03,34.49,627820,6.2577252
Guinea-Bissau ,Africa ,1967,715.58,35.49,601287,6.5730934
Guinea-Bissau ,Africa ,1972,820.22,36.49,625361,6.7095728
Guinea-Bissau ,Africa ,1977,764.73,37.47,745228,6.639523
Guinea-Bissau ,Africa ,1982,838.12,39.33,825987,6.7311611
Guinea-Bissau ,Africa ,1987,736.42,41.25,927524,6.6018004
Guinea-Bissau ,Africa ,1992,745.54,43.27,1050938,6.6141086
Guinea-Bissau ,Africa ,1997,796.66,44.87,1193708,6.680428
Guinea-Bissau ,Africa ,2002,575.7,45.5,1332459,6.3555865
Guinea-Bissau ,Africa ,2007,579.23,46.39,1472041,6.3616996
Haiti ,Americas ,1952,1840.37,37.58,3201488,7.5177221
Haiti ,Americas ,1957,1726.89,40.7,3507701,7.4540772
Haiti ,Americas ,1962,1796.59,43.59,3880130,7.4936457
Haiti ,Americas ,1967,1452.06,46.24,4318137,7.2807384
Haiti ,Americas ,1972,1654.46,48.04,4698301,7.4112301
Haiti ,Americas ,1977,1874.3,49.92,4908554,7.5359907
Haiti ,Americas ,1982,2011.16,51.46,5198399,7.6064668
Haiti ,Americas ,1987,1823.02,53.64,5756203,7.5082498
Haiti ,Americas ,1992,1456.31,55.09,6326682,7.2836609
Haiti ,Americas ,1997,1341.73,56.67,6913545,7.201715
Haiti ,Americas ,2002,1270.36,58.14,7607651,7.1470556
Haiti ,Americas ,2007,1201.64,60.92,8502814,7.0914426
Honduras ,Americas ,1952,2194.93,41.91,1517453,7.6939054
Honduras ,Americas ,1957,2220.49,44.67,1770390,7.705483
Honduras ,Americas ,1962,2291.16,48.04,2090162,7.7368135
Honduras ,Americas ,1967,2538.27,50.92,2500689,7.8392382
Honduras ,Americas ,1972,2529.84,53.88,2965146,7.8359113
Honduras ,Americas ,1977,3203.21,57.4,3055235,8.071909
Honduras ,Americas ,1982,3121.76,60.91,3669448,8.0461521
Honduras ,Americas ,1987,3023.1,64.49,4372203,8.0140381
Honduras ,Americas ,1992,3081.69,66.4,5077347,8.0332336
Honduras ,Americas ,1997,3160.45,67.66,5867957,8.0584698
Honduras ,Americas ,2002,3099.73,68.57,6677328,8.0390701
Honduras ,Americas ,2007,3548.33,70.2,7483763,8.1742325
"Hong Kong, China ",Asia ,1952,3054.42,60.96,2125900,8.0243454
"Hong Kong, China ",Asia ,1957,3629.08,64.75,2736300,8.1967344
"Hong Kong, China ",Asia ,1962,4692.65,67.65,3305200,8.4537525
"Hong Kong, China ",Asia ,1967,6197.96,70,3722800,8.7319756
"Hong Kong, China ",Asia ,1972,8315.93,72,4115700,9.0259285
"Hong Kong, China ",Asia ,1977,11186.14,73.6,4583700,9.3224306
"Hong Kong, China ",Asia ,1982,14560.53,75.45,5264500,9.5860701
"Hong Kong, China ",Asia ,1987,20038.47,76.2,5584510,9.9054089
"Hong Kong, China ",Asia ,1992,24757.6,77.6,5829696,10.116888
"Hong Kong, China ",Asia ,1997,28377.63,80,6495918,10.253356
"Hong Kong, China ",Asia ,2002,30209.02,81.5,6762476,10.315896
"Hong Kong, China ",Asia ,2007,39724.98,82.21,6980412,10.589735
Hungary ,Europe ,1952,5263.67,64.03,9504000,8.5685835
Hungary ,Europe ,1957,6040.18,66.41,9839000,8.7061892
Hungary ,Europe ,1962,7550.36,67.96,10063000,8.9293509
Hungary ,Europe ,1967,9326.64,69.5,10223422,9.1406298
Hungary ,Europe ,1972,10168.66,69.76,10394091,9.227066
Hungary ,Europe ,1977,11674.84,69.95,10637171,9.3651915
Hungary ,Europe ,1982,12545.99,69.39,10705535,9.4371567
Hungary ,Europe ,1987,12986.48,69.58,10612740,9.4716644
Hungary ,Europe ,1992,10535.63,69.17,10348684,9.2625179
Hungary ,Europe ,1997,11712.78,71.04,10244684,9.3684359
Hungary ,Europe ,2002,14843.94,72.59,10083313,9.6053467
Hungary ,Europe ,2007,18008.94,73.34,9956108,9.798624
Iceland ,Europe ,1952,7267.69,72.49,147962,8.8911934
Iceland ,Europe ,1957,9244,73.47,165110,9.1317301
Iceland ,Europe ,1962,10350.16,73.68,182053,9.2447577
Iceland ,Europe ,1967,13319.9,73.73,198676,9.497014
Iceland ,Europe ,1972,15798.06,74.46,209275,9.6676426
Iceland ,Europe ,1977,19654.96,76.11,221823,9.8860846
Iceland ,Europe ,1982,23269.61,76.99,233997,10.054903
Iceland ,Europe ,1987,26923.21,77.23,244676,10.200744
Iceland ,Europe ,1992,25144.39,78.77,259012,10.13239
Iceland ,Europe ,1997,28061.1,78.95,271192,10.24214
Iceland ,Europe ,2002,31163.2,80.5,288030,10.346993
Iceland ,Europe ,2007,36180.79,81.76,301931,10.496284
India ,Asia ,1952,546.57,37.37,372000000,6.3036623
India ,Asia ,1957,590.06,40.25,409000000,6.3802242
India ,Asia ,1962,658.35,43.61,454000000,6.4897366
India ,Asia ,1967,700.77,47.19,506000000,6.5521798
India ,Asia ,1972,724.03,50.65,567000000,6.5848327
India ,Asia ,1977,813.34,54.21,634000000,6.7011495
India ,Asia ,1982,855.72,56.6,708000000,6.7519431
India ,Asia ,1987,976.51,58.55,788000000,6.883985
India ,Asia ,1992,1164.41,60.22,872000000,7.0599699
India ,Asia ,1997,1458.82,61.77,959000000,7.2853832
India ,Asia ,2002,1746.77,62.88,1034172547,7.4655237
India ,Asia ,2007,2452.21,64.7,1110396331,7.8047447
Indonesia ,Asia ,1952,749.68,37.47,82052000,6.6196465
Indonesia ,Asia ,1957,858.9,39.92,90124000,6.7556524
Indonesia ,Asia ,1962,849.29,42.52,99028000,6.7444005
Indonesia ,Asia ,1967,762.43,45.96,109343000,6.6365108
Indonesia ,Asia ,1972,1111.11,49.2,121282000,7.0131149
Indonesia ,Asia ,1977,1382.7,52.7,136725000,7.2317934
Indonesia ,Asia ,1982,1516.87,56.16,153343000,7.3244042
Indonesia ,Asia ,1987,1748.36,60.14,169276000,7.4664335
Indonesia ,Asia ,1992,2383.14,62.68,184816000,7.7761741
Indonesia ,Asia ,1997,3119.34,66.04,199278000,8.0453768
Indonesia ,Asia ,2002,2873.91,68.59,211060000,7.963429
Indonesia ,Asia ,2007,3540.65,70.65,223547000,8.1720657
Iran ,Asia ,1952,3035.33,44.87,17272000,8.018075
Iran ,Asia ,1957,3290.26,47.18,19792000,8.0987215
Iran ,Asia ,1962,4187.33,49.33,22874000,8.339819
Iran ,Asia ,1967,5906.73,52.47,26538000,8.6838474
Iran ,Asia ,1972,9613.82,55.23,30614000,9.1709566
Iran ,Asia ,1977,11888.6,57.7,35480679,9.3833351
Iran ,Asia ,1982,7608.33,59.62,43072751,8.9369993
Iran ,Asia ,1987,6642.88,63.04,51889696,8.801301
Iran ,Asia ,1992,7235.65,65.74,60397973,8.886775
Iran ,Asia ,1997,8263.59,68.04,63327987,9.0196142
Iran ,Asia ,2002,9240.76,69.45,66907826,9.1313791
Iran ,Asia ,2007,11605.71,70.96,69453570,9.3592529
Iraq ,Asia ,1952,4129.77,45.32,5441766,8.3259773
Iraq ,Asia ,1957,6229.33,48.44,6248643,8.7370243
Iraq ,Asia ,1962,8341.74,51.46,7240260,9.029027
Iraq ,Asia ,1967,8931.46,54.46,8519282,9.0973349
Iraq ,Asia ,1972,9576.04,56.95,10061506,9.1670198
Iraq ,Asia ,1977,14688.24,60.41,11882916,9.5948029
Iraq ,Asia ,1982,14517.91,62.04,14173318,9.5831385
Iraq ,Asia ,1987,11643.57,65.04,16543189,9.3625097
Iraq ,Asia ,1992,3745.64,59.46,17861905,8.2283478
Iraq ,Asia ,1997,3076.24,58.81,20775703,8.0314636
Iraq ,Asia ,2002,4390.72,57.05,24001816,8.387248
Iraq ,Asia ,2007,4471.06,59.55,27499638,8.4053812
Ireland ,Europe ,1952,5210.28,66.91,2952156,8.5583887
Ireland ,Europe ,1957,5599.08,68.9,2878220,8.6303577
Ireland ,Europe ,1962,6631.6,70.29,2830000,8.7996016
Ireland ,Europe ,1967,7655.57,71.08,2900100,8.9431887
Ireland ,Europe ,1972,9530.77,71.28,3024400,9.162281
Ireland ,Europe ,1977,11150.98,72.03,3271900,9.3192825
Ireland ,Europe ,1982,12618.32,73.1,3480000,9.4429054
Ireland ,Europe ,1987,13872.87,74.36,3539900,9.5376902
Ireland ,Europe ,1992,17558.82,75.47,3557761,9.7733116
Ireland ,Europe ,1997,24521.95,76.12,3667233,10.107324
Ireland ,Europe ,2002,34077.05,77.78,3879155,10.436379
Ireland ,Europe ,2007,40676,78.89,4109086,10.613394
Israel ,Asia ,1952,4086.52,65.39,1620914,8.3154488
Israel ,Asia ,1957,5385.28,67.84,1944401,8.5914249
Israel ,Asia ,1962,7105.63,69.39,2310904,8.8686428
Israel ,Asia ,1967,8393.74,70.75,2693585,9.0352411
Israel ,Asia ,1972,12786.93,71.63,3095893,9.4561787
Israel ,Asia ,1977,13306.62,73.06,3495918,9.4960165
Israel ,Asia ,1982,15367.03,74.45,3858421,9.6399794
Israel ,Asia ,1987,17122.48,75.6,4203148,9.748148
Israel ,Asia ,1992,18051.52,76.93,4936550,9.8009853
Israel ,Asia ,1997,20896.61,78.27,5531387,9.9473419
Israel ,Asia ,2002,21905.6,79.7,6029529,9.9944973
Israel ,Asia ,2007,25523.28,80.75,6426679,10.147346
Italy ,Europe ,1952,4931.4,65.94,47666000,8.5033779
Italy ,Europe ,1957,6248.66,67.81,49182000,8.7401228
Italy ,Europe ,1962,8243.58,69.24,50843200,9.01719
Italy ,Europe ,1967,10022.4,71.06,52667100,9.2125778
Italy ,Europe ,1972,12269.27,72.19,54365564,9.4148531
Italy ,Europe ,1977,14255.98,73.48,56059245,9.5649319
Italy ,Europe ,1982,16537.48,74.98,56535636,9.7133846
Italy ,Europe ,1987,19207.23,76.42,56729703,9.8630419
Italy ,Europe ,1992,22013.64,77.44,56840847,9.9994173
Italy ,Europe ,1997,24675.02,78.82,57479469,10.113546
Italy ,Europe ,2002,27968.1,80.24,57926999,10.23882
Italy ,Europe ,2007,28569.72,80.55,58147733,10.260102
Jamaica ,Americas ,1952,2898.53,58.53,1426095,7.9719591
Jamaica ,Americas ,1957,4756.53,62.61,1535090,8.4672737
Jamaica ,Americas ,1962,5246.11,65.61,1665128,8.5652418
Jamaica ,Americas ,1967,6124.7,67.51,1861096,8.7200851
Jamaica ,Americas ,1972,7433.89,69,1997616,8.913805
Jamaica ,Americas ,1977,6650.2,70.11,2156814,8.8024025
Jamaica ,Americas ,1982,6068.05,71.21,2298309,8.7107925
Jamaica ,Americas ,1987,6351.24,71.77,2326606,8.7564049
Jamaica ,Americas ,1992,7404.92,71.77,2378618,8.9098997
Jamaica ,Americas ,1997,7121.92,72.26,2531311,8.8709326
Jamaica ,Americas ,2002,6994.77,72.05,2664659,8.8529177
Jamaica ,Americas ,2007,7320.88,72.57,2780132,8.8984861
Japan ,Asia ,1952,3216.96,63.03,86459025,8.0761919
Japan ,Asia ,1957,4317.69,65.5,91563009,8.3704758
Japan ,Asia ,1962,6576.65,68.73,95831757,8.7912807
Japan ,Asia ,1967,9847.79,71.43,100825279,9.1950026
Japan ,Asia ,1972,14778.79,73.42,107188273,9.6009483
Japan ,Asia ,1977,16610.38,75.38,113872473,9.717783
Japan ,Asia ,1982,19384.11,77.11,118454974,9.8722086
Japan ,Asia ,1987,22375.94,78.67,122091325,10.015741
Japan ,Asia ,1992,26824.9,79.36,124329269,10.197085
Japan ,Asia ,1997,28816.58,80.69,125956499,10.268706
Japan ,Asia ,2002,28604.59,82,127065841,10.261322
Japan ,Asia ,2007,31656.07,82.6,127467972,10.362685
Jordan ,Asia ,1952,1546.91,43.16,607914,7.3440146
Jordan ,Asia ,1957,1886.08,45.67,746559,7.5422559
Jordan ,Asia ,1962,2348.01,48.13,933559,7.7613235
Jordan ,Asia ,1967,2741.8,51.63,1255058,7.9163699
Jordan ,Asia ,1972,2110.86,56.53,1613551,7.654851
Jordan ,Asia ,1977,2852.35,61.13,1937652,7.9558983
Jordan ,Asia ,1982,4161.42,63.74,2347031,8.3336115
Jordan ,Asia ,1987,4448.68,65.87,2820042,8.400363
Jordan ,Asia ,1992,3431.59,68.02,3867409,8.1407785
Jordan ,Asia ,1997,3645.38,69.77,4526235,8.2012157
Jordan ,Asia ,2002,3844.92,71.26,5307470,8.254508
Jordan ,Asia ,2007,4519.46,72.54,6053193,8.4161482
Kenya ,Africa ,1952,853.54,42.27,6464046,6.7493925
Kenya ,Africa ,1957,944.44,44.69,7454779,6.8505921
Kenya ,Africa ,1962,896.97,47.95,8678557,6.7990222
Kenya ,Africa ,1967,1056.74,50.65,10191512,6.962944
Kenya ,Africa ,1972,1222.36,53.56,12044785,7.1085386
Kenya ,Africa ,1977,1267.61,56.16,14500404,7.1448884
Kenya ,Africa ,1982,1348.23,58.77,17661452,7.2065477
Kenya ,Africa ,1987,1361.94,59.34,21198082,7.2166653
Kenya ,Africa ,1992,1341.92,59.29,25020539,7.2018566
Kenya ,Africa ,1997,1360.49,54.41,28263827,7.2156
Kenya ,Africa ,2002,1287.51,50.99,31386842,7.1604652
Kenya ,Africa ,2007,1463.25,54.11,35610177,7.2884154
"Korea, Dem. Rep. ",Asia ,1952,1088.28,50.06,8865488,6.9923539
"Korea, Dem. Rep. ",Asia ,1957,1571.13,54.08,9411381,7.3595505
"Korea, Dem. Rep. ",Asia ,1962,1621.69,56.66,10917494,7.3912239
"Korea, Dem. Rep. ",Asia ,1967,2143.54,59.94,12617009,7.6702142
"Korea, Dem. Rep. ",Asia ,1972,3701.62,63.98,14781241,8.216526
"Korea, Dem. Rep. ",Asia ,1977,4106.3,67.16,16325320,8.3202772
"Korea, Dem. Rep. ",Asia ,1982,4106.53,69.1,17647518,8.3203335
"Korea, Dem. Rep. ",Asia ,1987,4106.49,70.65,19067554,8.3203239
"Korea, Dem. Rep. ",Asia ,1992,3726.06,69.98,20711375,8.2231064
